loyalty_member_id,email,first_name,last_name,phone,tier,points,join_date,email_optin
LM-00256,debra.acosta.000381@example.com,Debra,Acosta,467-353-1811,Gold,19481,15-Mar-2025,true
LM-00257,jason.clements.000383@example.com,Jason,Clements,+14813791873,Gold,20295,13-Feb-2025,true
LM-00258,blanca.mcdonald.000384@example.com,Blanca,Mcdonald,(488) 392-1904,Gold,2686,30-Jan-2024,false
LM-00259,mariaflor.manning.000386@example.com,Maria Flor,Manning,5024181966,Gold,46540,23-Feb-2024,true
LM-00260,janet.bradshaw.000387@example.com,Janet,Bradshaw,+15094311997,Gold,44125,12-Mar-2024,true
LM-00261,,Salma,King,(516) 444-2028,Gold,68521,04-Dec-2023,true
LM-00262,marcelle.arnold.000389@example.com,Marcelle,Arnold,523-457-2059,Gold,67130,21-Oct-2023,true
LM-00263,brooke.mckinney.000390@example.com,Brooke,Mckinney,5304702090,Platinum,95733,15-Mar-2023,true
LM-00264,odika.watson.000391@example.com,Odika,Watson,+15374832121,Gold,8544,05-Sep-2024,true
LM-00265,aurelio.grant.000392@example.com,Aurelio,Grant,(544) 496-2152,Gold,6693,17-Oct-2022,true
LM-00266,dominique.lam.000393@example.com,Dominique,Lam,N/A,Gold,21945,10-Feb-2023,true
LM-00267,thierry.riley.000394@example.com,Thierry,Riley,5585222214,Gold,23468,10-Jul-2025,true
LM-00268,sarah.portillo.000397@example.com,Sarah,Portillo,579-561-2307,Gold,33703,06-May-2024,true
LM-00269,rosa.brunet.000399@example.com,Rosa,Brunet,+15935872369,Gold,54288,22-Oct-2024,true
LM-00270,panini.shields.000400@example.com,Panini,Shields,n/a,Platinum,119019,14-Nov-2022,true
LM-00271,georgina.shetty.000402@example.com,Georgina,Shetty,6146262462,Gold,9830,21-Sep-2023,false
LM-00272,lucky.harvey.000403@example.com,Lucky,Harvey,+16216392493,Gold,14982,13-Jun-2025,true
LM-00273,steven.warner.000404@example.com,Steven,Warner,(628) 652-2524,Gold,10360,26-Aug-2023,true
LM-00274,odette.brito.000406@example.com,Odette,Brito,6426782586,Gold,27377,09-Apr-2023,true
LM-00275,joshua.garrison.000408@example.com,Joshua,Garrison,(656) 704-2648,Gold,65017,26-Feb-2023,true
LM-00276,walter.medrano.000412@example.com,Walter,Medrano,(684) 756-2772,Gold,2400,12-Apr-2024,false
LM-00277,christie.altamirano.000416@example.com,Christie,Altamirano,,Gold,33690,31-Oct-2022,true
LM-00278,ian.contreras.000419@example.com,Ian,Contreras,+17338472989,Gold,52254,19-Dec-2024,false
LM-00279,ryan.pratt.000420@example.com,Ryan,Pratt,(740) 860-3020,Platinum,91009,14-Apr-2025,true
LM-00280,stewart.stephanie.000421@example.com,Stephanie,Stewart,747-873-3051,Gold,12108,03-Dec-2024,false
LM-00281,,Vickie,Allen,7548863082,Gold,9338,10-Apr-2023,true
LM-00282,diane.harrison.000423@example.com,Diane,Harrison,+17618993113,Gold,5169,12-Mar-2025,true
LM-00283,curtis.luna.000424@example.com,Curtis,Luna,(768) 912-3144,Gold,14358,12-Nov-2022,true
LM-00284,clinton.hamilton.000427@example.com,Clinton,Hamilton,+17899513237,Gold,34912,17-Oct-2023,true
LM-00285,norman.benson.000428@example.com,Norman,Benson,(796) 964-3268,Gold,70043,12-Sep-2023,true
LM-00286,catherine.newman.000429@example.com,Catherine,Newman,803-977-3299,Gold,71429,29-Dec-2022,false
LM-00287,raymond.schmidt.000430@example.com,Raymond,Schmidt,8109903330,Platinum,109664,28-Jun-2025,true
LM-00288,dawn.sexton.000431@example.com,Dawn,Sexton,+18172033361,Gold,256,28-Jan-2024,true
LM-00289,brittney.terry.000432@example.com,Brittney,Terry,(824) 216-3392,Gold,21884,30-Apr-2023,true
LM-00290,dustin.long.000433@example.com,Dustin,Long,831-229-3423,Gold,18173,31-Mar-2025,true
LM-00291,jaime.levy.000434@example.com,Jaime,Levy,8382423454,Gold,9810,18-Apr-2025,true
LM-00292,glenn.carranza.000436@personal.example.com,Glenn,Carranza,(852) 268-3516,Gold,28394,19-Dec-2023,true
LM-00293,eileen.welch.000437@example.com,Eileen,Welch,859-281-3547,Gold,29400,26-Nov-2023,true
LM-00294,penny.barros.000438@example.com,Penny,Barros,8662943578,Gold,58666,18-Jun-2023,true
LM-00295,jade.wagner.000440@example.com,Jade,Wagner,(880) 320-3640,Platinum,82014,17-Apr-2024,true
LM-00296,humberto.mena.000441@example.com,Humberto,Mena,887-333-3671,Gold,24327,20-Feb-2024,true
LM-00297,joseph.williams.000442@example.com,Joseph,Williams,8943463702,Gold,18128,08-Jun-2025,true
LM-00298,chad.joubert.000445@example.com,Chad,Joubert,915-385-3795,Gold,34232,10-Aug-2024,true
LM-00299,jeffery.krish.000448@example.com,Jeffery,Krish,(936) 424-3888,Gold,73514,14-Mar-2024,false
LM-00300,sabine.dacruz.000450@example.com,Sabine,da Cruz,N/A,Platinum,88342,20-Feb-2025,true
LM-00301,,Michelle,Rael,+19574633981,Gold,22527,21-Nov-2022,true
LM-00302,jaqueline.baria.000453@example.com,Jaqueline,Baria,971-489-4043,Gold,8650,25-Apr-2023,true
LM-00303,alexandra.collins.000454@example.com,Alexandra,Collins,9785024074,Gold,16561,25-May-2024,true
LM-00304,pamela.mahoney.000455@example.com,Pamela,Mahoney,+19855154105,Gold,41008,02-May-2023,true
LM-00305,neel.jones.000457@example.com,Neel,Jones,999-541-4167,Gold,26664,19-Jun-2023,true
LM-00306,yashasvi.tucker.000459@example.com,Yashasvi,Tucker,+12135674229,Gold,70784,15-Feb-2024,true
LM-00307,chaaya.savage.000460@example.com,Chaaya,Savage,,Platinum,102759,25-Jan-2024,true
LM-00308,amber.sherman.000461@example.com,Amber,Sherman,227-593-4291,Gold,9066,13-Apr-2023,true
LM-00309,isaac.fernandez.000462@example.com,Isaac,Fernandez,2346064322,Gold,1444,30-Jan-2024,true
LM-00310,fidel.rowe.000463@example.com,Fidel,Rowe,n/a,Gold,116,25-Jan-2023,true
LM-00311,dennis.greene.000464@example.com,Dennis,Greene,(248) 632-4384,Gold,10929,24-Sep-2022,true
LM-00312,enrique.burnett.000465@example.com,Enrique,Burnett,,Gold,29286,22-Aug-2023,false
LM-00313,noah.schneider.000468@example.com,Noah,Schneider,(276) 684-4508,Gold,55294,25-Sep-2023,true
LM-00314,vitorgabriel.sanders.000469@example.com,Vitor Gabriel,Sanders,283-697-4539,Gold,74288,19-Feb-2025,true
LM-00315,kristin.robertson.000470@example.com,Kristin,Robertson,2907104570,Platinum,103956,03-Nov-2023,true
LM-00316,earl.sims.000471@example.com,Earl,Sims,+12977234601,Gold,18077,07-Dec-2024,true
LM-00317,monica.marshall.000472@example.com,Monica,Marshall,(304) 736-4632,Gold,23123,01-May-2024,true
LM-00318,martha.ahuja.000473@example.com,Martha,Ahuja,311-749-4663,Gold,14014,15-Nov-2022,true
LM-00319,javier.bonneau.000474@example.com,Javier,Bonneau,3187624694,Gold,18379,27-Nov-2022,true
LM-00320,david.sodhi.000477@example.com,David,Sodhi,339-801-4787,Gold,27465,21-Jul-2025,true
LM-00321,,Advaith,Torres,3468144818,Gold,72643,05-Mar-2025,true
LM-00322,samuel.bonnin.000479@example.com,Samuel,Bonnin,+13538274849,Gold,54884,17-Jan-2023,true
LM-00323,nicole.jasso.000480@example.com,Nicole,Jasso,(360) 840-4880,Platinum,110755,14-Feb-2025,true
LM-00324,jacqueline.robinson.000482@example.com,Jacqueline,Robinson,3748664942,Gold,12098,25-Dec-2023,true
LM-00325,heather.amador.000483@example.com,Heather,Amador,+13818794973,Gold,19087,12-Sep-2023,true
LM-00326,arthur.nolan.000487@example.com,Arthur,Nolan,+14099315097,Gold,29176,11-Apr-2023,true
LM-00327,erika.sosa.000489@example.com,Erika,Sosa,423-957-5159,Gold,60101,18-May-2023,true
LM-00328,paul.rice.000490@example.com,Paul,Rice,4309705190,Platinum,98897,20-Nov-2024,false
LM-00329,kari.poulain.000491@example.com,Kari,Poulain,+14379835221,Gold,1307,30-Mar-2025,true
LM-00330,phillip.borrego.000492@example.com,Phillip,Borrego,(444) 996-5252,Gold,11724,20-Jul-2024,true
LM-00331,victor.valencia.000493@example.com,Victor,Valencia,N/A,Gold,6883,22-Jun-2024,true
LM-00332,leonard.gerald.000494@example.com,Gerald,Leonard,4582225314,Gold,22349,23-Mar-2024,false
LM-00333,kirsten.ozuna.000495@example.com,Kirsten,Ozuna,+14652355345,Gold,33176,14-May-2023,true
LM-00334,cassie.meadows.000496@example.com,Cassie,Meadows,(472) 248-5376,Gold,46854,01-Nov-2024,false
LM-00335,rachael.thomas.000497@example.com,Rachael,Thomas,479-261-5407,Gold,28368,10-Sep-2023,true
LM-00336,allison.sharp.000498@example.com,Allison,Sharp,4862745438,Gold,61589,31-Mar-2025,true
LM-00337,joel.lucas.000499@example.com,Joel,Lucas,+14932875469,Gold,68346,06-Jun-2025,true
LM-00338,gina.austin.000500@example.com,Gina,Austin,(500) 300-5500,Platinum,101632,18-Jan-2023,true
LM-00339,garrett.fisher.000501@example.com,Garrett,Fisher,507-313-5531,Gold,20337,26-May-2024,true
LM-00340,jfff.rodriguez.000503@example.com,Jeff,Rodriguez,+15213395593,Gold,5064,15-Sep-2022,true
LM-00341,,Carlos,Curtis,(528) 352-5624,Gold,7757,04-Jan-2023,true
LM-00342,betty.hughes.000505@example.com,Betty,Hughes,535-365-5655,Gold,30324,05-Sep-2023,true
LM-00343,nathaniel.joyce.000506@example.com,Nathaniel,Joyce,5423785686,Gold,30801,07-Jan-2025,true
LM-00344,wayne.blackwell.000509@example.com,Wayne,Blackwell,563-417-5779,Gold,55877,06-Feb-2025,true
LM-00345,spencer.decker.000512@example.com,Spencer,Decker,(584) 456-5872,Gold,21951,06-Oct-2024,true
LM-00346,guillermo.sangha.000514@example.com,Guillermo,Sangha,5984825934,Gold,8131,10-Oct-2022,true
LM-00347,heitor.blair.000517@example.com,Heitor,Blair,619-521-6027,Gold,47979,01-Apr-2024,true
LM-00348,elisa.smith.000518@example.com,Elisa,Smith,6265346058,Gold,53542,17-Sep-2022,true
LM-00349,anabeatriz.richard.000520@example.com,Ana Beatriz,Richard,(640) 560-6120,Platinum,77537,06-Dec-2024,true
LM-00350,carolina.jhaveri.000521@example.com,Carolina,Jhaveri,647-573-6151,Gold,15423,18-Jan-2025,true
LM-00351,perla.oliver.000523@example.com,Perla,Oliver,+16615996213,Gold,6539,23-Feb-2024,false
LM-00352,natasha.tran.000524@example.com,Natasha,Tran,(668) 612-6244,Gold,15083,20-Jan-2024,true
LM-00353,jorge.jacobs.000526@example.com,Jorge,Jacobs,6826386306,Gold,35000,19-Jul-2024,true
LM-00354,oviya.rocha.000527@example.com,Oviya,Rocha,+16896516337,Gold,32457,05-Dec-2024,true
LM-00355,emily.ray.000529@example.com,Emily,Ray,703-677-6399,Gold,50775,01-Nov-2022,true
LM-00356,yashodhara.patla.000530@example.com,Yashodhara,Patla,7106906430,Platinum,118255,06-May-2023,true
LM-00357,maximiliano.iglesias.000531@example.com,Maximiliano,Iglesias,+17177036461,Gold,6328,03-Aug-2022,false
LM-00358,eduardo.georges.000532@example.com,Eduardo,Georges,(724) 716-6492,Gold,13056,08-Jun-2024,true
LM-00359,thibault.perez.000533@example.com,Thibault,Perez,731-729-6523,Gold,10756,07-Mar-2024,true
LM-00360,darlene.dawson.000535@example.com,Darlene,Dawson,+17457556585,Gold,27274,20-Dec-2024,true
LM-00361,,Julio,Evans,(752) 768-6616,Gold,34146,22-Jul-2025,true
LM-00362,barbara.mcintosh.000537@example.com,Barbara,Mcintosh,759-781-6647,Gold,36506,03-Jul-2024,true
LM-00363,gilberto.baldwin.000538@example.com,Gilberto,Baldwin,7667946678,Gold,71020,28-Feb-2025,false
LM-00364,porfirio.guzman.000540@example.com,Porfirio,Guzman,(780) 820-6740,Platinum,101193,28-Jun-2025,false
LM-00365,mike.ashley.000542@example.com,Mike,Ashley,7948466802,Gold,17570,03-Apr-2023,true
LM-00366,triya.fleming.000543@example.com,Triya,Fleming,+18018596833,Gold,10851,07-Nov-2024,true
LM-00367,alvaro.eaton.000544@example.com,Alvaro,Eaton,(808) 872-6864,Gold,904,18-Jun-2024,true
LM-00368,bernard.floyd.000548@example.com,Bernard,Floyd,(836) 924-6988,Gold,69024,05-Sep-2024,true
LM-00369,robert.meyers.000549@example.com,Robert,Meyers,843-937-7019,Gold,58698,12-Aug-2023,true
LM-00370,jeffrey.velasquez.000550@example.com,Jeffrey,Velasquez,8509507050,Platinum,77507,13-Mar-2024,true
LM-00371,sudiksha.laureano.000551@example.com,Sudiksha,Laureano,+18579637081,Gold,3552,15-Jan-2024,true
LM-00372,octavio.lawrence.000552@personal.example.com,Octavio,Lawrence,(864) 976-7112,Gold,19548,07-Oct-2022,false
LM-00373,tara.toledo.000554@example.com,Tara,Toledo,8782027174,Gold,11327,25-Sep-2023,false
LM-00374,bobby.fonseca.000555@example.com,Bobby,Fonseca,n/a,Gold,48872,17-Nov-2023,true
LM-00375,melody.zamora.000556@example.com,Melody,Zamora,(892) 228-7236,Gold,35278,24-Dec-2023,true
LM-00376,victoria.cherry.000558@example.com,Victoria,Cherry,9062547298,Gold,69864,23-Aug-2022,true
LM-00377,karen.mojica.000560@example.com,Karen,Mojica,(920) 280-7360,Platinum,82578,22-Dec-2022,true
LM-00378,gary.darocha.000561@personal.example.com,Gary,da Rocha,927-293-7391,Gold,12622,26-Jun-2023,true
LM-00379,dylan.archer.000563@example.com,Dylan,Archer,+19413197453,Gold,6228,19-Sep-2023,true
LM-00380,molly.calvillo.000569@example.com,Molly,Calvillo,983-397-7639,Gold,67036,10-Dec-2023,true
LM-00381,,Barry,Cohen,,Platinum,110287,21-Apr-2024,true
LM-00382,aguayo.alexis.000571@example.com,Alexis,Aguayo,,Gold,22506,25-Jan-2025,true
LM-00383,tyler.young.000573@example.com,Tyler,Young,211-449-7763,Gold,24312,15-Dec-2024,true
LM-00384,keith.gibson.000574@example.com,Keith,Gibson,2184627794,Gold,24151,24-Oct-2022,true
LM-00385,katelyn.sweeney.000575@example.com,Katelyn,Sweeney,+12254757825,Gold,46975,23-Apr-2025,true
LM-00386,kim.murphy.000579@example.com,Kim,Murphy,+12535277949,Gold,52292,26-Jan-2025,true
LM-00387,derek.gamble.000580@example.com,Derek,Gamble,(260) 540-7980,Platinum,118531,04-Mar-2023,true
LM-00388,philip.wilkins.000581@example.com,Philip,Wilkins,267-553-8011,Gold,10819,15-Mar-2025,true
LM-00389,rufino.carr.000583@example.com,Rufino,Carr,+12815798073,Gold,10286,18-Jul-2025,true
LM-00390,collin.stevens.000585@example.com,Collin,Stevens,295-605-8135,Gold,29083,13-Nov-2024,true
LM-00391,vanesa.mccormick.000587@example.com,Vanesa,Mccormick,+13096318197,Gold,34840,27-Sep-2024,true
LM-00392,veer.kade.000588@example.com,Veer,Kade,(316) 644-8228,Gold,66617,15-Nov-2024,true
LM-00393,julie.guevara.000592@example.com,Julie,Guevara,(344) 696-8352,Gold,10688,20-Aug-2023,true
LM-00394,luizfelipe.vigil.000593@example.com,Luiz Felipe,Vigil,351-709-8383,Gold,13185,15-Jun-2025,true
LM-00395,adam.jurado.000594@example.com,Adam,Jurado,,Gold,22846,01-Mar-2023,true
LM-00396,jerry.gracia.000595@example.com,Jerry,Gracia,+13657358445,Gold,34688,05-Oct-2023,true
LM-00397,estela.hodges.000596@example.com,Estela,Hodges,(372) 748-8476,Gold,43166,26-Feb-2024,false
LM-00398,tracy.henderson.000597@example.com,Tracy,Henderson,379-761-8507,Gold,29170,28-Sep-2024,true
LM-00399,gerardo.natarajan.000598@example.com,Gerardo,Natarajan,N/A,Gold,56286,30-Jan-2025,true
LM-00400,nancy.morgan.000599@example.com,Nancy,Morgan,+13937878569,Gold,63777,06-Apr-2025,true
LM-00401,,Kathryn,Gomes,N/A,Platinum,118576,17-Nov-2024,true
LM-00402,gregorio.nunez.000602@example.com,Gregorio,Nunez,4148268662,Gold,22194,22-Oct-2024,true
LM-00403,cheryl.keith.000604@personal.example.com,Cheryl,Keith,(428) 852-8724,Gold,5702,23-Jan-2025,false
LM-00404,nikita.ortiz.000605@example.com,Nikita,Ortiz,435-865-8755,Gold,45169,18-Apr-2023,true
LM-00405,felipe.campos.000607@example.com,Felipe,Campos,+14498918817,Gold,34861,24-Dec-2023,true
LM-00406,leonardo.madrigal.000608@example.com,Leonardo,Madrigal,(456) 904-8848,Gold,63306,08-Jun-2025,true
LM-00407,warinder.chapman.000609@personal.example.com,Warinder,Chapman,463-917-8879,Gold,67954,23-Jan-2023,true
LM-00408,renato.brown.000610@personal.example.com,Renato,Brown,4709308910,Platinum,75026,10-Aug-2022,true
LM-00409,gonzalo.daniel.000611@example.com,Gonzalo,Daniel,+14779438941,Gold,9957,14-May-2024,true
LM-00410,craig.nichols.000613@example.com,Craig,Nichols,491-969-9003,Gold,6887,27-Nov-2023,true
LM-00411,zayyan.reynolds.000614@example.com,Zayyan,Reynolds,4989829034,Gold,14086,01-Apr-2024,true
LM-00412,ruby.moon.000615@example.com,Ruby,Moon,+15059959065,Gold,44004,12-Jun-2024,true
LM-00413,d.garrett.000616@example.com,Dalbir,Garrett,(512) 208-9096,Gold,44879,29-May-2025,true
LM-00414,megan.ho.000617@example.com,Megan,Ho,519-221-9127,Gold,46453,01-Nov-2023,true
LM-00415,anastasie.richardson.000620@example.com,Anastasie,Richardson,(540) 260-9220,Platinum,103952,10-Apr-2024,true
LM-00416,michele.herring.000622@example.com,Michele,Herring,5542869282,Gold,22138,24-Oct-2022,true
LM-00417,linda.glass.000623@example.com,Linda,Glass,n/a,Gold,7002,17-Aug-2024,true
LM-00418,jon.kelly.000625@example.com,Jon,Kelly,575-325-9375,Gold,40505,22-Dec-2024,true
LM-00419,brittany.bueno.000627@example.com,Brittany,Bueno,+15893519437,Gold,30560,25-May-2024,true
LM-00420,christina.ramirez.000629@example.com,Christina,Ramirez,603-377-9499,Gold,52778,17-Dec-2024,false
LM-00421,,Peter,Gonzalez,6103909530,Platinum,93598,05-Aug-2023,false
LM-00422,joanna.adame.000631@example.com,Joanna,Adame,+16174039561,Gold,16890,21-May-2024,false
LM-00423,caroline.grijalva.000632@example.com,Caroline,Grijalva,(624) 416-9592,Gold,21753,02-Jun-2024,true
LM-00424,taylor.duncan.000633@example.com,Taylor,Duncan,631-429-9623,Gold,20740,24-Jun-2023,true
LM-00425,erik.hickman.000634@example.com,Erik,Hickman,,Gold,20291,27-Sep-2024,true
LM-00426,edward.wright.000635@example.com,Edward,Wright,+16454559685,Gold,35983,28-Oct-2024,true
LM-00427,kevin.fabre.000636@example.com,Kevin,Fabre,(652) 468-9716,Gold,28060,24-May-2024,true
LM-00428,kara.arellano.000638@example.com,Kara,Arellano,6664949778,Gold,57696,26-Jan-2024,true
LM-00429,tyrone.ruelas.000639@example.com,Tyrone,Ruelas,+16735079809,Gold,72046,09-Dec-2024,true
LM-00430,jesse.rotado.000641@example.com,Jesse,Rosado,687-533-9871,Gold,7361,22-Mar-2025,true
LM-00431,morgan.zedillo.000642@example.com,Morgan,Zedillo,6945469902,Gold,6525,14-Jul-2024,false
LM-00432,alyssa.texier.000644@personal.example.com,Alyssa,Texier,(708) 572-9964,Gold,800,18-Feb-2025,true
LM-00433,holly.khalsa.000645@example.com,Holly,Khalsa,715-585-9995,Gold,26514,23-Jun-2024,true
LM-00434,greg.salmon.000646@example.com,Greg,Salmon,7225980026,Gold,33023,29-Mar-2025,false
LM-00435,shari.parsons.000647@example.com,Shari,Parsons,+17296110057,Gold,40569,01-Apr-2025,true
LM-00436,clayton.caldwell.000648@example.com,Clayton,Caldwell,(736) 624-0088,Gold,70030,29-Sep-2022,true
LM-00437,andre.peterson.000650@example.com,Andre,Peterson,7506500150,Platinum,104846,13-Jan-2023,true
LM-00438,sheena.bradley.000651@example.com,Sheena,Bradley,+17576630181,Gold,13580,21-Mar-2024,true
LM-00439,alfred.rollins.000652@example.com,Alfred,Rollins,(764) 676-0212,Gold,20636,09-Jul-2025,false
LM-00440,joan.hood.000653@example.com,Joan,Hood,771-689-0243,Gold,18863,19-Sep-2023,true
LM-00441,,Vincent,Waters,7787020274,Gold,6371,07-Jul-2024,true
LM-00442,espartaco.bonilla.000658@example.com,Espartaco,Bonilla,8067540398,Gold,66199,29-Nov-2022,true
LM-00443,gaurang.hall.000659@personal.example.com,Gaurang,Hall,+18137670429,Gold,63095,28-Apr-2025,true
LM-00444,frank.mcneil.000660@example.com,Frank,Mcneil,(820) 780-0460,Platinum,90989,01-Oct-2023,true
LM-00445,magdalena.lindsey.000661@example.com,Magdalena,Lindsey,827-793-0491,Gold,4835,27-Dec-2023,true
LM-00446,brooks.andrea.000662@example.com,Andrea,Brooks,8348060522,Gold,21497,27-Sep-2024,true
LM-00447,mariano.reeves.000663@example.com,Mariano,Reeves,+18418190553,Gold,22532,05-May-2025,true
LM-00448,lucas.le.000666@example.com,Lucas,Le,8628580646,Gold,28492,16-Mar-2023,true
LM-00449,nicholas.cowan.000667@example.com,Nicholas,Cowan,+18698710677,Gold,38931,28-Oct-2023,true
LM-00450,jessica.anderson.000669@example.com,Jessica,Anderson,883-897-0739,Gold,55763,11-Oct-2022,false
LM-00451,ignacio.guerra.000670@example.com,Ignacio,Guerra,8909100770,Platinum,108944,30-Mar-2025,true
LM-00452,juliette.cervantes.000671@example.com,Juliette,Cervantes,+18979230801,Gold,15222,07-Oct-2024,true
LM-00453,conchita.granado.000673@example.com,Conchita,Granado,911-949-0863,Gold,18265,14-Dec-2024,true
LM-00454,lindsay.mcmillan.000674@example.com,Lindsay,Mcmillan,9189620894,Gold,8165,16-Jul-2024,false
LM-00455,natalie.galloway.000675@example.com,Natalie,Galloway,N/A,Gold,28976,17-Sep-2022,true
LM-00456,tanya.santos.000676@example.com,Tanya,Santos,(932) 988-0956,Gold,39957,16-May-2025,false
LM-00457,minerva.gardner.000677@example.com,Minerva,Gardner,939-201-0987,Gold,29369,05-Jan-2024,true
LM-00458,marcela.lopez.000679@example.com,Marcela,Lopez,+19532271049,Gold,71875,26-May-2023,true
LM-00459,daniel.valdivia.000680@example.com,Daniel,Valdivia,(960) 240-1080,Platinum,109808,04-Aug-2024,false
LM-00460,reynaldo.castro.000682@example.com,Reynaldo,Castro,9742661142,Gold,19511,05-Dec-2022,true
LM-00461,,Citlali,Thompson,(216) 344-1328,Gold,66540,14-Oct-2022,true
LM-00462,antonio.howard.000689@example.com,Antonio,Howard,223-357-1359,Gold,63983,14-Dec-2024,true
LM-00463,charles.henry.000690@example.com,Charles,Henry,2303701390,Platinum,110905,05-Feb-2025,true
